baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
PERM1	19.8111687264454	-1.02575053977165	0.627748737408916	-1.63401450077864	0.102255805839257	0.497393559940594
AL645608.8	234.558380530043	0.192045141292272	0.484065798741835	0.396733546950494	0.691563959162313	0.922705279720486
HES4	457.659909324251	0.31962074918583	0.396010359330784	0.807101990276102	0.419607725553489	0.816329416372004
ISG15	3778.61547149304	1.7381062950114	0.740335460844552	2.34772800566465	0.0188883087336406	0.231151572971408
AGRN	6639.73909232893	0.218620750152758	0.255459109659165	0.855795475230627	0.392110918458588	0.797934126701983
AL390719.1	47.7782205051478	-0.0663397724964424	0.551954678440866	-0.120190615439361	0.9043321516795	0.980383126521579
RNF223	164.675590145044	0.116272148308797	0.502701732105127	0.231294505037596	0.817086015307181	0.960067636461938
C1orf159	398.741684817266	0.122686789060733	0.187940441882609	0.652796108340349	0.513887732846168	0.860885607190055
LINC01342	4.47261315267412	-0.451095082023753	1.00493633292554	-0.448879264530659	0.653518754927461	0.909520565621029
MIR200B	62.0406767957744	-0.0921787248105449	0.318841349059682	-0.289105302942657	0.772500795637056	0.94735100820437
MIR200A	49.0733196356678	-0.345387240429002	0.371523836354988	-0.929650285208047	0.352552182648018	0.770880813072511
MIR429	70.0890123037843	-0.646262764921295	0.419191049486626	-1.54169027633762	0.123148875961333	0.533219254090405
AL390719.2	315.895852349224	-0.286779675157346	0.310863048199657	-0.922527385670995	0.356253552427164	0.773390880904628
TTLL10-AS1	8.9769673447641	0.324381041018407	0.609114264612552	0.532545467843773	0.594348259570836	0.892833087434887
TTLL10	1973.5832982267	-0.108752555887168	0.384664578643135	-0.282720484092353	0.777391112571892	0.949699249608688
TNFRSF18	119.605456246329	0.811600899972006	0.403986185897325	2.00898181250751	0.0445390625789847	0.34577225399331
TNFRSF4	31.0480824496316	1.86742764577392	0.759432139377297	2.4589789514375	0.0139332786510735	0.197493271043549
SDF4	1232.2467535968	0.00284151840360664	0.122395939453392	0.0232157898072156	0.981478143557357	0.995985383865399
B3GALT6	162.384370896503	-0.128832267875328	0.201075646946242	-0.640715421444206	0.521707592860867	0.864220802668531
C1QTNF12	17.8678096622695	-0.233127642926017	0.644457195881069	-0.361742633049968	0.717544364953478	0.930133288447977
AL162741.1	10.6390595928282	-0.903569784965103	0.5271511901107	-1.71406192742419	0.0865173531110192	0.460307001156187
UBE2J2	440.619036698179	-0.0176125223351368	0.151277072058548	-0.116425589783495	0.90731525558341	0.980933476762215
LINC01786	10.910814000592	-0.763710621602831	0.678325186319042	-1.12587684639448	0.260217650981421	0.702775220112169
SCNN1D	94.1418340877293	-0.56879066837107	0.250938440056095	-2.26665419711672	0.023411358490587	0.256625382442782
ACAP3	1193.67781716638	-0.25571931369824	0.177834281550807	-1.43796410606682	0.150444238784111	0.575453120527845
PUSL1	174.742158423477	-0.308423691339953	0.19738286278681	-1.56256570091942	0.11815478105545	0.526269652584936
INTS11	1063.67433361431	-0.0688933506906519	0.13282908665405	-0.518661630717095	0.603996722839567	0.895579991126606
AL139287.1	29.5585634087275	0.13825018461945	0.269678906404034	0.512647379296038	0.608198004543573	0.896858032359707
CPTP	281.007406085606	-0.231377305675559	0.178814061863871	-1.29395475536876	0.195681049429259	0.635381696454163
TAS1R3	16.42252013267	0.613150402347064	0.75785809097769	0.809057011657758	0.418482353739432	0.815718457552809
DVL1	906.309107435326	-0.190289928881485	0.13341181219431	-1.42633493805132	0.153771684206863	0.58107854576963
AURKAIP1	504.737587556024	-0.116781456716698	0.150473983372907	-0.776090684243325	0.437695443722295	0.823965500232965
CCNL2	2235.08975449849	-0.0188741574093966	0.10861774300566	-0.173766798012118	0.862048738724029	0.969988906738848
AL391244.1	182.431174977391	0.0370160895728313	0.225840038718876	0.163904017121201	0.869806704665092	0.971199259553563
MRPL20	252.613224523947	0.0599750914102388	0.166428327475658	0.36036588434148	0.718573535518222	0.930885746492096
AL391244.3	14.8650554915507	-0.772859967340958	0.552777258735709	-1.39813994719793	0.16207104599684	0.591779961392988
ANKRD65	660.120782683449	-0.539216141595757	0.270591326542497	-1.99273254056453	0.0462907421333532	0.351606203323131
AL391244.2	12.3351559661836	-0.88394790963924	0.414385294082559	-2.13315463232421	0.0329120433660976	0.30213389871354
LINC01770	32.642762737823	-0.810633073438759	0.369097395931667	-2.19625790475324	0.0280734888925058	0.28020027421187
VWA1	508.454771056202	-0.190495797417035	0.296078861617882	-0.643395466924241	0.51996752408416	0.863607206044159
ATAD3C	25.1269971253205	-0.618676088248804	0.439579893815214	-1.40742581030987	0.159301162196086	0.588188470461055
ATAD3B	814.064320622409	-0.0853284035335846	0.188446534598368	-0.452799005911374	0.650693479513005	0.909114355872308
AL645728.2	5.3078796185223	0.19682077746377	1.01994585347939	0.192971790406663	0.846981060827466	0.968015178924531
ATAD3A	439.200238980751	-0.0947312938807612	0.207529216951774	-0.456472082688845	0.648050541631939	0.908330172203904
TMEM240	11.3765342941774	-1.10433563032305	0.805306691311845	-1.37132305274167	0.170274272501214	0.601861854158986
SSU72	875.790221364052	-0.105932032764839	0.155115864455242	-0.682921976658331	0.494656146222626	0.851647484142042
AL645728.1	37.6912985130763	-0.443799099168934	0.46657697280646	-0.951180887688227	0.341512558776801	0.764620359343609
FNDC10	18.3788111521981	-0.328824217521269	0.644016634602829	-0.510583422622395	0.609642786208218	0.897190667398567
AL691432.2	116.519019929171	-0.497078639327131	0.197614164023768	-2.51539985396667	0.0118897450860959	0.18228515986758
MIB2	667.045042392254	-0.319825313789878	0.211155504146791	-1.51464350920988	0.129862707468805	0.545012260376993
CDK11B	348.69210425771	-0.18420361098946	0.218464435921801	-0.843174360221248	0.399130935831207	0.801557001899819
FO704657.1	8.64402952405657	-1.35363457264798	0.782310358565794	-1.73030378266957	0.0835760140818985	0.456066011952481
SLC35E2B	813.322518551675	-0.076238192287912	0.203450218221543	-0.374726520100824	0.707863866868849	0.926753106054563
CDK11A	86.389163413971	0.0683637471166634	0.419406419846158	0.163001193786542	0.870517494737063	0.971199259553563
AL031282.2	63.9257441860843	-0.340085106513916	0.349188596114164	-0.973929590766843	0.330091500090735	0.758576650991084
SLC35E2	94.3556577333265	-0.456109314441134	0.291999257574549	-1.5620221716649	0.118282765793738	0.526305763611742
NADK	1484.66548354641	0.154497562449934	0.241844411792525	0.638830400524099	0.522933269181503	0.864408617246849
GNB1	1735.87145906368	0.263769577983633	0.191224594525648	1.37937057018183	0.16778052829419	0.599323167502327
AL109917.1	14.0902011622893	-0.596614347410173	0.648063314130066	-0.920611203260354	0.35725345095326	0.77387745330004
CALML6	11.0116365837009	0.272697151270368	0.691063887562958	0.394604834919152	0.693134544773369	0.92320192147715
TMEM52	80.671633972118	-0.150505188379676	0.440629887764905	-0.341568269785587	0.732675819515647	0.935669181509909
CFAP74	2281.66597958848	-0.314297913988715	0.378812449054686	-0.829692674496404	0.406712564264575	0.807157234089943
PRKCZ	604.934308470722	0.0240329687956943	0.178762747977954	0.134440587133166	0.893054189039091	0.977000785202839
AL590822.2	6.44984342095291	-2.31224325652681	1.30479228480418	-1.77211597850138	0.0763753070759012	0.437092507762718
PRKCZ-AS1	4.82540233005604	0.648252206123031	0.714960223038741	0.906696883594186	0.364567111889688	0.778675802619889
FAAP20	287.813360223822	-0.277965118971962	0.182799207940987	-1.52060351958252	0.128359363060326	0.54158425187739
SKI	780.81436888407	0.123129730603001	0.236255680202647	0.521171514256873	0.602247296045161	0.894657393116459
MORN1	1315.67513012255	-0.313483598308925	0.306548383045925	-1.02262355845459	0.306485866447857	0.741044090991884
AL589739.1	8.65687406515814	-1.84286510543631	0.784913638847264	-2.34785715807253	0.0188817608832561	0.231151572971408
AL513477.1	171.373270892848	0.0320908065009034	0.412520076639267	0.0777921083558937	0.937993424046111	0.986562385625032
AL513477.2	7.31425565103719	-0.95527422015467	0.680304112344686	-1.40418704344193	0.160263159029667	0.589497440028009
RER1	839.445147882659	0.075835251646044	0.0889785155807413	0.852287219573012	0.39405469771303	0.798497817515913
PEX10	217.069328883563	-0.303048771983315	0.186203315794896	-1.62751544294262	0.103627671471866	0.500053528356028
PLCH2	693.582977621484	-0.571790210454285	0.296452367652684	-1.92877599521883	0.0537586771207917	0.377106426942729
PANK4	301.098203966306	-0.0497886491619141	0.159319356118021	-0.31250847590064	0.754654122560079	0.942252022550243
AL139246.5	87.512902738719	-0.0867980150124849	0.548439931039711	-0.158263485388339	0.874249179909509	0.972191713894871
TNFRSF14-AS1	809.957229928838	0.195701448436091	0.251280789924954	0.778815796044488	0.436088231386415	0.823188344726988
TNFRSF14	1731.3646679333	-0.0448010972366881	0.213597430046908	-0.209745488168323	0.833866320691647	0.964936880894033
AL139246.2	27.9800586363805	0.185457900031622	0.502340111606306	0.369187918198676	0.711987660666191	0.928610750825752
AL139246.3	16.5244959402273	-0.0105233212685068	0.420386290086861	-0.0250325034775337	0.980029037700281	0.99596960683323
FAM213B	350.408182630791	0.0204547594120769	0.194533682997718	0.105147648966872	0.916258650421598	0.983187801335458
MMEL1	20.5757204670408	-0.0314424053807996	0.474827498791418	-0.0662185856144182	0.947203800068981	0.987635854060254
TTC34	291.399758496381	-0.601486769012348	0.374841076342216	-1.60464476007217	0.108572005061773	0.507636581792222
AC242022.1	84.0119355458955	-1.11485511999094	0.501000388426851	-2.22525799529139	0.0260639235403554	0.271442996686225
PRDM16	5.07058802612806	-0.318221644605832	1.03769225069284	-0.306662832254325	0.759100023032364	0.943779288877704
ARHGEF16	870.789460041865	-0.14879771574933	0.30413743425335	-0.489244989241871	0.624668261915312	0.902503277055285
MEGF6	223.827402673138	-0.939326297719502	0.392152526271922	-2.39530854652244	0.0166063842727252	0.217895002045011
AL513320.1	27.9123908347603	-1.34460560633777	0.572746674179205	-2.34764454680544	0.0188925410397717	0.231151572971408
TPRG1L	462.151401180472	-0.175150639055167	0.159477286374975	-1.09827952955846	0.272082447763664	0.712668828313819
WRAP73	226.684245374545	0.0762009972142341	0.183796267023166	0.414594912336437	0.678438473240966	0.917687112649677
TP73	1143.74327225152	-0.372742073042394	0.360147279900697	-1.03497122939584	0.300682347567211	0.736916932909071
TP73-AS1	381.835600813069	-0.181615159468221	0.177491019921553	-1.02323576453891	0.306196386778789	0.740820800837648
SMIM1	10.8869672052397	-0.880732214293774	0.583839311209034	-1.5085181785206	0.131421957688485	0.548224013359064
LRRC47	554.343238380313	-0.102422104146257	0.132718659009763	-0.771723470614049	0.440278226564607	0.825082776465792
CEP104	871.682987770721	0.0331231986774306	0.171136312839374	0.19354862873854	0.846529325739444	0.968015178924531
DFFB	59.5744528078159	0.000922659932367795	0.289703507834387	0.0031848421141495	0.997458867944403	0.999648471117126
C1orf174	202.952736286847	0.0970994916249664	0.226156079372614	0.429347253871454	0.667670533089691	0.914450975645236
LINC01134	22.6535832221175	-0.221657888645051	0.600127917516053	-0.369351070289314	0.711866063762776	0.928545805384034
AJAP1	138.840207575288	-2.75858483753617	0.609040077126383	-4.52939788552491	5.91520138158934e-06	0.00289806290297563
NPHP4	937.965913672289	-0.10378560155611	0.235609866279234	-0.44049768880692	0.659576685845464	0.911899869265642
KCNAB2	773.476583989244	0.250002033110982	0.411607897411831	0.607379097152853	0.543599357158471	0.874578720179929
CHD5	8.44284742684162	-0.397677602486879	0.714271922169309	-0.55675939392815	0.577691830785672	0.886218827201462
RPL22	311.405650929191	-0.104746814897903	0.213736704351282	-0.490074061990535	0.624081491688902	0.902477351738472
AL031847.1	23.6306286888406	-0.664126028856213	0.523987343151707	-1.26744669987941	0.204995610483857	0.645051718971965
RNF207	802.368714402656	-0.0561848032530087	0.287875722933023	-0.195170341842548	0.845259596349125	0.967980810275714
ICMT	768.854202019261	-0.0194853198678948	0.163105589996813	-0.119464451636976	0.904907401789017	0.980523011400504
LINC00337	4.63952689673525	1.78550115443102	0.978402461345019	1.82491482285978	0.0680138840069759	0.414390079444503
GPR153	212.145573312526	-0.165728346447326	0.435661856000994	-0.380405913817134	0.703644125421273	0.925964593942613
ACOT7	154.524948609653	0.283010898116427	0.217089121679234	1.30366227440266	0.192348757585436	0.63066927103375
AL031848.2	11.7705151753148	-0.543443485402753	0.606129702436045	-0.896579532761131	0.369943323554161	0.782193166766486
HES2	267.710213009936	-0.615014035718297	0.230705523407773	-2.66579675524828	0.00768061114417357	0.149738696674948
ESPN	1036.76842807064	-1.11419912239	0.345679155724769	-3.2232175528603	0.00126759240492382	0.0613381155644823
TNFRSF25	372.200632457739	0.290465603769185	0.276069528686584	1.05214655580096	0.292732315177823	0.730253851803278
PLEKHG5	860.380845452321	-0.0153469739232992	0.251238315829326	-0.0610853239986089	0.951291257075577	0.988078703339782
NOL9	354.922630558157	-0.120271893046765	0.118231674167632	-1.01725611088143	0.309031609431083	0.743291929749021
ZBTB48	513.43400393998	-0.00489110346951563	0.167730830890599	-0.0291604318868832	0.976736638583233	0.994520358893572
KLHL21	1662.31124752075	-0.464891252466938	0.283241056287785	-1.64132720926795	0.100729510879253	0.493797316854751
PHF13	202.325073254858	-0.392331287385575	0.284247547053785	-1.38024511188249	0.167511188484474	0.599323167502327
THAP3	89.3766279556235	-0.514014985473227	0.253211677554044	-2.02998135962162	0.0423584340747032	0.339123278416194
DNAJC11	547.723493812697	0.0577863835392057	0.13397870048955	0.431310225640774	0.666242816127962	0.914008908705608
AL590128.2	12.6029894187842	-0.271011235613313	0.561696677230318	-0.482486805778607	0.629460169109798	0.904520947409367
CAMTA1	190.314124345256	-0.202241110611485	0.169359591658857	-1.19415209159728	0.232418479566186	0.676211726945774
VAMP3	343.824300658352	0.132988551932271	0.191261196137587	0.695324271822516	0.486852106669238	0.847993347863406
Z98884.2	5.85226916744697	0.41057113728805	0.909318178490935	0.451515373825932	0.651618147218746	0.909114355872308
PER3	684.200993755913	-0.693071997022092	0.301839839756359	-2.29615811346021	0.0216668425254185	0.248501592872955
TNFRSF9	87.2684026001714	3.1748133232459	0.732593280006924	4.33366427168961	1.46647761073216e-05	0.00533064611501141
PARK7	766.859482191676	-0.0431039003784352	0.159016702152396	-0.271065239028324	0.786340856240735	0.951964110286713
Y_RNA	799.851954292269	0.0297604220060622	0.125117502442464	0.237859783204573	0.811989848707296	0.958190748017824
AL034417.4	21.5035921862712	1.08977782743137	0.468452482759056	2.32633589860145	0.0200006383511192	0.239000204941237
AL034417.3	5.45995604207529	-0.110756574269243	1.26671694839482	-0.0874359298733581	0.930325010818322	0.985575554839087
ERRFI1	802.109234586982	0.131393298728138	0.391485880821522	0.335627171157265	0.737152031760095	0.93703258725955
SLC45A1	6.557656501749	-0.166944570082827	0.918670732899791	-0.18172405422764	0.855799287735208	0.968751158912296
RERE	2787.24787500418	-0.100501806046599	0.128018678397612	-0.785055800486013	0.432420852838243	0.821722466059554
AL096855.1	4.91208341140299	0.436026858288506	1.15991545458087	0.375912620671186	0.706981857585805	0.92651958085371
SNORA77	14.8069698382735	0.113895649439774	0.460271374418321	0.247453254253998	0.804557464374422	0.956547350422365
RPL7P7	20.4447805676465	-0.0481272513772984	0.485228025645834	-0.0991848138063368	0.920991532226091	0.984041443217153
AL357552.2	25.4719231707118	0.400723647083505	0.409982528514268	0.977416400000469	0.328363047098407	0.757396124636217
ENO1	2741.17838565138	0.25031908467154	0.291341660878345	0.859194266679441	0.390233345984496	0.79640299842372
ENO1-IT1	37.6251656985609	0.0948957461708172	0.483254530744133	0.196368042374467	0.844322107769856	0.967681414910967
ENO1-AS1	5.90750033469685	-0.726527434837796	0.94081543272041	-0.77223162968002	0.439977251176416	0.824854323783846
SLC2A5	16.6686115219062	-0.613183947063459	0.828943037785684	-0.739717832363281	0.459471225477972	0.83548542868055
GPR157	415.537080326965	-0.283308541209492	0.25798532394911	-1.09815758847343	0.272135682156229	0.712668828313819
MIR34AHG	598.633594581475	-0.219672359170337	0.273362020666416	-0.803595022581442	0.421630898649028	0.817395029656568
LINC01759	92.1541092068713	-0.611919438887839	0.243706528417696	-2.51088652758227	0.0120428400684868	0.183384788259113
H6PD	2679.64819002845	-0.0657925360048427	0.249972881083538	-0.263198694673026	0.792397436845843	0.953464777451698
SPSB1	686.42565620247	0.184187081141323	0.231574600550512	0.795368234268625	0.426399332366158	0.819875586855738
AL928921.2	5.65887101510969	-0.318796546151606	0.863695428859667	-0.369107599159708	0.712047524964393	0.928610750825752
SLC25A33	125.282640193676	0.066368243546015	0.238845980742365	0.277870464220221	0.781111797493756	0.950811859910361
AL954705.1	17.6139809797952	-0.201974790508159	0.653086014453264	-0.309262158488026	0.75712211405661	0.943270084240791
TMEM201	216.266484581746	-0.461131495454967	0.218422130540659	-2.1111940182688	0.034755638778193	0.308003519509663
PIK3CD	958.85720278904	0.759296465410369	0.386235734089708	1.96588870058826	0.049311468583436	0.361544362532368
PIK3CD-AS2	5.67234902713256	-1.21770056519854	0.599387805479339	-2.03157380591807	0.0421968207098127	0.338509097134711
CLSTN1	4574.00522278709	-0.104304053539409	0.168109839133285	-0.620451807444251	0.534960373077898	0.871586822725799
CTNNBIP1	424.626392259009	-0.457591512597793	0.286705516295392	-1.59603316500663	0.110481388976219	0.510416552577887
LZIC	131.043285314325	0.116959915380893	0.200597597366936	0.583057409042386	0.559854653993461	0.87969821697944
NMNAT1	73.8728043524129	0.0539617387962312	0.293818709256602	0.183656578346427	0.854282874848086	0.968623632056854
RBP7	7.51592929713775	-0.687438415782247	0.891418546000997	-0.771173562482151	0.440604062329834	0.825306023054328
UBE4B	739.155410076944	-0.140921641389512	0.126586241944967	-1.11324610972161	0.265602744312716	0.708221610101241
PGAM1P11	13.2422426822629	-0.0314657746214035	0.49427875201345	-0.0636599782880151	0.949240972774506	0.987850328914874
KIF1B	1230.34817161346	-0.169388622951816	0.168894960817797	-1.00292289439323	0.315898065343233	0.749409968277941
AL139424.3	30.3315315566706	-0.283705612407629	0.35995510252244	-0.78816944229855	0.430597600642456	0.820527447846372
AL139424.2	15.2249653405236	-0.26001199994399	0.566144805033849	-0.459267660203019	0.646041968290467	0.908060860631299
PGD	2881.67306364206	0.0862157839857494	0.24136755600315	0.3571970707804	0.720944278630253	0.932324555969877
CENPS	21.2796032926129	-0.0143382206763411	0.371595605689538	-0.0385855496050198	0.969220823458168	0.992959759517
CORT	9.48792580005458	-0.71362876496321	0.647404284803736	-1.1022923105607	0.270334611235595	0.711744842324627
DFFA	311.681969452965	0.0692284427599674	0.142532753163172	0.485701996373523	0.627178468008247	0.903466680916036
PEX14	559.207877532584	0.275815634276026	0.197866267837218	1.39394974843785	0.163332779917652	0.593140647922031
RN7SL614P	9.37640718275577	-0.202445567067808	0.513370139405286	-0.394346206622636	0.693325453426743	0.92320192147715
CASZ1	2776.91706255103	-0.180377070807466	0.236918786297549	-0.761345580172476	0.446450682672934	0.82845497795954
AL139423.1	27.3159042807867	-0.574751344835517	0.439579474462304	-1.30750268887908	0.191042042304187	0.628722654851668
C1orf127	6.01501978972081	-0.322743140073432	0.880255593848354	-0.36664707651836	0.71388228801347	0.929288114420353
CFL1P6	4.4258629469885	0.671884343580372	0.791604151988076	0.848763036288992	0.396013162167382	0.800059548612559
TARDBP	610.984110706808	-0.135565615432476	0.14591941094521	-0.929044426333234	0.352866063188919	0.771035514932571
AL109811.3	14.1715125578963	-0.626639671660165	0.564796659477103	-1.1094960657882	0.267216240699721	0.709194953218658
SRM	109.083505325848	0.155036325035091	0.265932389778992	0.582991508345174	0.55989901668825	0.87969821697944
EXOSC10	763.844048177917	0.129708447897179	0.108775569144727	1.19244099494989	0.233088373999118	0.677122026916488
AL109811.1	54.830320290337	-1.09086061978645	0.59646343615756	-1.82888095675037	0.0674174436205115	0.411981270844758
MTOR	1426.72552043884	0.0465244058552299	0.096609875676563	0.481569876054777	0.630111529961295	0.904520947409367
UBIAD1	130.372491390773	-0.302969322727294	0.230684595314208	-1.31334874058074	0.189065461664115	0.627258638197876
DISP3	9.20376445087035	2.18543583674171	0.781286873111587	2.7972258487307	0.00515434893340448	0.122869137541071
FBXO2	179.219791613772	-0.87514799246603	0.346796972524439	-2.52351681762262	0.0116187502937996	0.179719818374305
FBXO44	304.988885416852	-0.270958082698907	0.186437602944375	-1.45334459583107	0.1461281011047	0.567635531119394
FBXO6	231.05025905962	1.16876513367213	0.288880994303243	4.04583602493857	5.21367195605832e-05	0.0110837670043645
MAD2L2	79.4231650337475	0.335251575781071	0.316943614565677	1.05776409548583	0.290163005600525	0.729206063501344
DRAXIN	12.097667198482	1.49695266277261	0.667337454190363	2.24317195651601	0.024885727951289	0.265496325778314
AGTRAP	453.219211744947	0.128124178159384	0.213987055299807	0.598747330673227	0.549341389571959	0.875710077485824
C1orf167	10.1650440371555	0.377990857458547	0.910858746543803	0.414982958546328	0.67815437839648	0.917687112649677
AL953897.1	4.96618263345032	0.440936677942095	1.21433303719428	0.363110171951576	0.716522586354555	0.929876832730728
MTHFR	1760.61284459465	0.372553799544116	0.289085685437248	1.28873139803038	0.197491482892033	0.637259567952154
CLCN6	663.619373360911	-0.121533106235786	0.157385313743696	-0.772201060854405	0.43999535331933	0.824854323783846
NPPA-AS1	25.0324373780373	-0.0384840659136954	0.461905628075176	-0.0833158627533156	0.933600387493801	0.985817391201429
RNU5E-1	36.235642522592	0.50333111669167	0.544932292431527	0.923658083182721	0.355664362534802	0.773184888438973
KIAA2013	592.284128079127	0.0972291941314375	0.156748007587305	0.620289824591761	0.535066992869074	0.871586822725799
PLOD1	275.410119250351	-0.246666096034647	0.196731576699241	-1.25382056187017	0.209907233746305	0.65178827871872
MFN2	1440.2500845647	-0.150555318463343	0.182942252809893	-0.82296635222807	0.41052712815241	0.809673392023949
MIIP	250.059289330359	0.0801381108984988	0.199128874292324	0.402443448662572	0.68735769941294	0.920821522419868
TNFRSF8	25.5642173714835	1.50135945943891	0.938965923331589	1.59894988958903	0.109831737417983	0.50924043453988
TNFRSF1B	1403.79319176349	0.3207720667382	0.822891646196886	0.389810819225952	0.696676442826867	0.924512570923223
MIR4632	4.98729331704291	0.834623624674874	1.3442298390429	0.620893540995289	0.534669671210107	0.871586822725799
VPS13D	3072.54077184175	-0.257094783291235	0.165284894172961	-1.55546448801426	0.119835485843026	0.528415849557136
SNORA59A	8.41891551842018	-0.608129528067121	0.777769029307788	-0.78188961652067	0.434279447808412	0.822057187487137
DHRS3	1835.92455031816	-0.335191246238413	0.200844330796957	-1.668910667821	0.0951350851195906	0.480730810165967
RNU6ATAC18P	9.49225669991378	0.9695918343219	0.797513165385182	1.21576906364124	0.224072906735318	0.666393652559232
MIR6730	13.3423072343181	-0.519076103951159	0.533746952276575	-0.97251347616536	0.330795163950754	0.759048715293729
AC254633.1	47.5926894506723	-0.225020317192473	0.427672441013027	-0.526151081092501	0.598783239803489	0.893840426879859
C1orf158	373.376410111644	-0.252152658137174	0.362064007224251	-0.696431164396297	0.486158851870133	0.847506346271441
PDPN	9.88609361819413	-1.5106804484203	1.2369747115613	-1.2212702768301	0.22198370340218	0.663756240317508
SCARNA11	5.22865770360648	0.0433740977243915	0.660262376622618	0.0656922145802994	0.947622870890434	0.987724384481441
PRDM2	1342.17104950491	0.0333932574726914	0.128870147024192	0.259123297705425	0.795540109579306	0.954487185573792
KAZN	1142.11000224355	-0.103927918635868	0.207059653128813	-0.501922596051167	0.615721969945781	0.899392486312727
TMEM51-AS1	172.254530993689	0.583512802001887	0.304045783211324	1.91916097582028	0.0549639645681862	0.380560021343537
TMEM51	233.418286877433	0.917369573118749	0.240856256609826	3.80878448428616	0.000139651610268484	0.0183563434354501
AL391094.1	6.0540930092071	0.911654111201482	0.77145626999821	1.18173141713347	0.237312288211301	0.682356090765258
FHAD1	4579.43698793069	-0.211406448431851	0.315046278695506	-0.67103299650835	0.502199509432315	0.854706190996194
AL031283.2	5.72905986981228	-1.45879689504356	0.891827399556509	-1.63573904072581	0.101894214953285	0.496351346380033
AL031283.1	75.8248977279618	-0.0366233843648144	0.32351806855651	-0.113203520681928	0.909869204511956	0.981385020078894
EFHD2	2064.38435078203	0.241360020424526	0.23460178998232	1.02880724159315	0.303570263153347	0.739000399218742
CTRC	40.9566983051402	0.122584190122985	0.695141281095408	0.176344282028275	0.860023475066007	0.969582647464623
CASP9	316.831931654577	0.0702113427419098	0.159302444390332	0.440742406750984	0.659399492420782	0.911766756284874
DNAJC16	637.428216325937	0.104191589237033	0.188730556018909	0.552065290511805	0.580903621439314	0.888243769345127
AGMAT	14.7161903102549	-0.036519083176952	0.497244209174396	-0.0734429531871006	0.941453638162204	0.986935503510336
AL121992.1	55.4829994269302	-0.337703879941861	0.364269605754675	-0.927071253288408	0.353889540417691	0.772309493593405
CHCHD2P6	6.59175561289555	-0.401807246693462	0.740641932408636	-0.542512149409024	0.587465740142966	0.890946501275605
DDI2	1118.61284570677	-0.0881780041331353	0.145094331617182	-0.607728800638364	0.543367358090359	0.874507408267591
PLEKHM2	1051.44524362187	0.0268488018358513	0.218042814372489	0.123135458112299	0.901999833410809	0.97963100356747
SLC25A34	24.1883463434638	-0.331492360881888	0.505301321085989	-0.656029080172296	0.511805413666838	0.860045226173944
